"ISBN, ISSN...",Titre,Auteur,Cote,Nbr. Exp.,Titre_clean,Source,1y,2y,3y,4y,5y,teacher,semester_1,semester_2,total_borrowed
2100048880,Analyse et geométrie : méthodes hilbertiennes : cours et exercices corrigés,"Roos, Guy",516.182 ROS/1,3.0,ANALYSE ET GEOMETRIE METHODES HILBERTIENNES COURS ET EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782100053315,Algorithmes en langage C : cours et exercices,"Sedgewick, Robert,",005.741.SED/1,3.0,ALGORITHMES EN LANGAGE C COURS ET EXERCICES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100055100,Intégration pour la licence : cours avec exercices corrigés,Gapaillard Jacques,515.4.GAP/1,5.0,INTEGRATION POUR LA LICENCE COURS AVEC EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978204000627,éléments d'analyse 2,"Dieudonné, Jean,",515.DIE/1,3.0,ELEMENTS D ANALYSE 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040100822,éléments d'analyse 7,"Dieudonné, Jean,",515.3.DIE/1,3.0,ELEMENTS D ANALYSE 7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729600595,analyse réelle,"LANG,SERGE",515.LAN/1,2.0,ANALYSE REELLE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040007342,éléments d'analyse 3,"Dieudonné, Jean,",515.DIE/1,3.0,ELEMENTS D ANALYSE 3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040011277,éléments d'analyse 6,"Dieudonné, Jean,",515.DIE/1,2.0,ELEMENTS D ANALYSE 6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225369823,équations différentielles ordinaires tome 1 : théorie générale,ROUCHE.N,515.35.ROU/1,2.0,EQUATIONS DIFFERENTIELLES ORDINAIRES TOME 1 THEORIE GENERALE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782311012972,"Maths, MPSI","Mansuy, Roger",510.76.MON/1,4.0,MATHS MPSI,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
9782804155513,Exercices corrigés de mathématiques tome 1 : rappels de cours et exercices corrigés,DUPONT PASCAL,510.76.DUP/1,2.0,EXERCICES CORRIGES DE MATHEMATIQUES TOME 1 RAPPELS DE COURS ET EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729827803,Extensions de corps théorie de galois : théorie de Galois : niveau M1-M2,Calais Josette,512.30.CAL/1,2.0,EXTENSIONS DE CORPS THEORIE DE GALOIS THEORIE DE GALOIS NIVEAU M1 M2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893772056,initiation à SQL : cours et exercices corrigés,"Chalmond, Martine",005.133 PHI,1.0,INITIATION A SQL COURS ET EXERCICES CORRIGES,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
9782729839406,"8 ans de problèmes corrigés de mathématiques posés aux concours de Centrale-Supélec, Mines-Ponts, CCP",Franchini Jean,510.76.FRA/1,2.0,8 ANS DE PROBLEMES CORRIGES DE MATHEMATIQUES POSES AUX CONCOURS DE CENTRALE SUPELEC MINES PONTS CCP,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Intelligence artificielle résolution des problèmes,Louis Lauriere Jean,006.3.LAU/1,2.0,INTELLIGENCE ARTIFICIELLE RESOLUTION DES PROBLEMES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782311014006,"Langages formels : calculabilité et complexité : cours et exercices corrigés : licence 3 & master, mathématiques & informatique, agrégation mathématiques","Carton, Olivier",511.3. CAR/1,2.0,LANGAGES FORMELS CALCULABILITE ET COMPLEXITE COURS ET EXERCICES CORRIGES LICENCE 3 MASTER MATHEMATIQUES INFORMATIQUE AGREGATION MATHEMATIQUES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782729863487,"Mathématiques : cours-problèmes-exercices-informatique, MatLab, Maple : BCPST-V?TO 2e année","Damin, Gilbert",511.32 DAM/2,2.0,MATHEMATIQUES COURS PROBLEMES EXERCICES INFORMATIQUE MATLAB MAPLE BCPST V TO 2E ANNEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782744073526,Mathématiques appliquées L3 : cours complet avec 500 tests et exercices corrigés,"Weil, Jacques-Arthur",510 .YGE/1,2.0,MATHEMATIQUES APPLIQUEES L3 COURS COMPLET AVEC 500 TESTS ET EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782729839468,"Mathématiques dans le contexte : prépas scientifiques, maths sup, PCSI","Casamayou-Boucau, Alexandre",510.76. PAN/1,2.0,MATHEMATIQUES DANS LE CONTEXTE PREPAS SCIENTIFIQUES MATHS SUP PCSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782744072581,Mathématiques L1 : cours complet avec 1000 tests et exercices corrigés,"Marco, Jean-Pierre",510 . .RON/1,2.0,MATHEMATIQUES L1 COURS COMPLET AVEC 1000 TESTS ET EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782744072253,Mathématiques L2 : cours complet avec 700 tests et exercices corrigés,"Pierre Marco, Jean",510 Mar/1,2.0,MATHEMATIQUES L2 COURS COMPLET AVEC 700 TESTS ET EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782744074387,"Mathématiques PC-PC* : cours complets avec tests, exercices et problèmes corrigés","Héroult, François",510 .HER/1,2.0,MATHEMATIQUES PC PC COURS COMPLETS AVEC TESTS EXERCICES ET PROBLEMES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782729875268,Mathématiques : les 120 exercices corrigés à l'oral du concours commun polytechniques : filière MP,"Smith, William",510.76. SMI/1,2.0,MATHEMATIQUES LES 120 EXERCICES CORRIGES A L ORAL DU CONCOURS COMMUN POLYTECHNIQUES FILIERE MP,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782744074370,"Mathématiques MP-MP : cours complet avec tests, exercices et problèmes corrigés","Hochart, Max",510.DEB/1,2.0,MATHEMATIQUES MP MP COURS COMPLET AVEC TESTS EXERCICES ET PROBLEMES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782729851156,Mathématiques PCSI,"Nguyen, Nicolas",510.76.NGU/1,2.0,MATHEMATIQUES PCSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729855130,"Maths avec Maple. Tome 1, Présentation générale : utilisant les exercices 1990-1995 du concours général","Douillet, Pierre",510.DOU/1,2.0,MATHS AVEC MAPLE TOME 1 PRESENTATION GENERALE UTILISANT LES EXERCICES 1990 1995 DU CONCOURS GENERAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729856315,Maths avec Maple. Tome 2,"Douillet, Pierre",510.DOU/1,2.0,MATHS AVEC MAPLE TOME 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729848215,Problèmes de mathématiques résolus avec Maple et Mathematica,"Durand, Robert",510.DUR/1,2.0,PROBLEMES DE MATHEMATIQUES RESOLUS AVEC MAPLE ET MATHEMATICA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782206101019,Mémo formulaire : calculs scientifiques fondamentaux,"Déplanche, Yves",502.12.DEP/1,,MEMO FORMULAIRE CALCULS SCIENTIFIQUES FONDAMENTAUX,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782100558148,mathématiques : BTS industriels groupements B et C COURS EXERCICES CORRIGES ET BONUS WEB,"LUBRANO,LAURENT",510 LUB/1,2.0,MATHEMATIQUES BTS INDUSTRIELS GROUPEMENTS B ET C COURS EXERCICES CORRIGES ET BONUS WEB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782011459145,"Maths : première année : MPSI, PCSI, PTSI, BCPST",,510.DES/1,2.0,MATHS PREMIERE ANNEE MPSI PCSI PTSI BCPST,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782729866259,"Mathématiques, ECS, 2e année","Rondy, Sylvain",510.76.RON/1,1.0,MATHEMATIQUES ECS 2E ANNEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782729851118,Mathématiques MPSI,"Nguyen, Nicolas",510.76.NGU/1,,MATHEMATIQUES MPSI,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9782854287592,"Algèbre et analyse : exercices corrigés avec rappels de cours : L1, L2, L3, classes préparatoires","Monna, Gilbert",515.076.MON,3.0,ALGEBRE ET ANALYSE EXERCICES CORRIGES AVEC RAPPELS DE COURS L1 L2 L3 CLASSES PREPARATOIRES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729888101,"problémes corrigés de mathematiquues : posés aux concours tome7 H.E.C, ESSEC, ESCP,ESCL ,ESCAE, ICN,ISG, eslsca, ISI, ESG","LEBOEUF, CHRISTIAN",510.76.LEB/1,,PROBLEMES CORRIGES DE MATHEMATIQUUES POSES AUX CONCOURS TOME7 H E C ESSEC ESCP ESCL ESCAE ICN ISG ESLSCA ISI ESG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Equations differentielles (M108),DIENER MARC,515.35.DIE/1,2.0,EQUATIONS DIFFERENTIELLES M108,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782100747405,Toute l'algèbre de la licence : cours et exercices corrigés,"Escofier, Jean-Pierre",512.ESC/1,,TOUTE L ALGEBRE DE LA LICENCE COURS ET EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729821708,"Toutes les mathématiques, MP : 1re partie, le kit de survie, 2e partie, des cerises sur le gâteau","Verschueren, Luc",510.76.VER/1,,TOUTES LES MATHEMATIQUES MP 1RE PARTIE LE KIT DE SURVIE 2E PARTIE DES CERISES SUR LE GATEAU,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2729821678,"Toutes les mathématiques, PSI-PSI* : [nouveau programme]","Guillaumie, Hervé",510.GUI/1,2.0,TOUTES LES MATHEMATIQUES PSI PSI NOUVEAU PROGRAMME,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040027823,"Statistique, exercices corrigés avec rappels de cours. 1, Sciences économiques","Labrousse, Christian",519.5.LAB,,STATISTIQUE EXERCICES CORRIGES AVEC RAPPELS DE COURS 1 SCIENCES ECONOMIQUES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704200254,Formules et tables de mathématiques,"Spiegel, Murray R.",510 SPI/2,2.0,FORMULES ET TABLES DE MATHEMATIQUES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,recueil d'exercices d'algébre supérieure,D.FADDEEV,512 FAD/1,4.0,RECUEIL D EXERCICES D ALGEBRE SUPERIEURE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225778256,"Intégrales simples : formulaires commentés, 300 exercices et tests","Hirsch, Gérard",515.4.HIR,1.0,INTEGRALES SIMPLES FORMULAIRES COMMENTES 300 EXERCICES ET TESTS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270421011x,Trigonométrie : cours et problèmes,"Ayres, Frank",516 FRA,,TRIGONOMETRIE COURS ET PROBLEMES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Topologie élémentaire : géométrie des fonctions de segments,de courbes ,de cercles et de disques",Cbinn.W.G,514.CBI/1,,TOPOLOGIE ELEMENTAIRE GEOMETRIE DES FONCTIONS DE SEGMENTS DE COURBES DE CERCLES ET DE DISQUES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cours de calculs topométriques,"Roig, Gérard",,1.0,COURS DE CALCULS TOPOMETRIQUES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9959290832,??????? ????? ?????,"??? ????, ???????",512.???,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2804134652,Exercices de mathématiques pour le premier cycle,"Dupont, Pascal",512.007.DUP,1.0,EXERCICES DE MATHEMATIQUES POUR LE PREMIER CYCLE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9789961012277,???? ?? ?????????? ???????? ??????,"?????, ?????",514.???,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100048538,Introduction à la calculabilité : cours et exercices corrigés,"Wolper, Pierre",511.352 .wol/1,,INTRODUCTION A LA CALCULABILITE COURS ET EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746212471,Théorie des graphes et applications : vec exercices et problèmes,"Fournier, Jean-Claude",511.5.fon/1,,THEORIE DES GRAPHES ET APPLICATIONS VEC EXERCICES ET PROBLEMES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,calcul des probabilités : exercices,KRIEF.A,519.KRI,,CALCUL DES PROBABILITES EXERCICES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225793107,Probabilités-statistique,"Mathieu, J.-L.",519.MAT/1,,PROBABILITES STATISTIQUE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040018387,Exercices de calcul des probabilités,"Calot, Gérard",519.CAL/1,,EXERCICES DE CALCUL DES PROBABILITES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711721485,exercices de topologie et d'analyse tome 4 : séries équations différentielles,FLORY.G,515.3.FLO,2.0,EXERCICES DE TOPOLOGIE ET D ANALYSE TOME 4 SERIES EQUATIONS DIFFERENTIELLES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763771459,Méthodes et modèles en statistique non paramétrique : exposé fondamental,"Capéraà, Philippe",519.5.CAP,,METHODES ET MODELES EN STATISTIQUE NON PARAMETRIQUE EXPOSE FONDAMENTAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,analyse des données binaires,COX.D.R,515.COX,1.0,ANALYSE DES DONNEES BINAIRES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100049119,"Algèbre générale : 1re et 2e années toutes filières : 350 méthodes, 400 exercices corrigés","Métier, Paul",512.76.SOR,,ALGEBRE GENERALE 1RE ET 2E ANNEES TOUTES FILIERES 350 METHODES 400 EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007002652X,Theorie et applications du calcul differentiel et integral,AYRES JR FRANK,515.3 AYR,1.0,THEORIE ET APPLICATIONS DU CALCUL DIFFERENTIEL ET INTEGRAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711721469,exercices de topologie et d'analyse tome2 : fonctions d'une variable réelle,FLORY.G,515.8.FLO/1,2.0,EXERCICES DE TOPOLOGIE ET D ANALYSE TOME2 FONCTIONS D UNE VARIABLE REELLE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21000065130,systémes d'exploitation,ARCHER HARRIS .J,005.2.ARC/1,4.0,SYSTEMES D EXPLOITATION,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,lexique de mathematiques,mouhouche Ali,510.MOU,1.0,LEXIQUE DE MATHEMATIQUES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704200033,Analyse Vectorielle : cours et problemes :480 exercices resolus,R.SPIEGEL MURRAY,515.SPI,1.0,ANALYSE VECTORIELLE COURS ET PROBLEMES 480 EXERCICES RESOLUS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040104267,"Statistique. 2 : ciences économiques, 2e année",labrousse christian,519.5 LAB,,STATISTIQUE 2 CIENCES ECONOMIQUES 2E ANNEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040071873,Problèmes d'analyse,Lelong-Ferrand,515 FER/1,3.0,PROBLEMES D ANALYSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9772821044,????? ????? : ?????? ???? ???,?.????? ?????,512.???,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,?????? ??? ????? ????? : ???? 003,?? ?????.?,512.??,,003,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,L'algebre des structures .tome1,H.HENICHE,512 .HEN,,L ALGEBRE DES STRUCTURES TOME1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704200025,Analyse : cours et problèmes,"Spiegel, Murray R.",515.SPI/1,2.0,ANALYSE COURS ET PROBLEMES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853941922,"ANALYSE 2 : exercices et problèmes résolus : classes préparatoires, premier cycle universitaire","Tissier, Alain",515.ATT,1.0,ANALYSE 2 EXERCICES ET PROBLEMES RESOLUS CLASSES PREPARATOIRES PREMIER CYCLE UNIVERSITAIRE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853942228,"Algèbre. 1 : 1e année, classes préparatoires, 1er cycle universitaire","Tissier, Alain",512.ATT,,ALGEBRE 1 1E ANNEE CLASSES PREPARATOIRES 1ER CYCLE UNIVERSITAIRE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711721418,Le Défi algébrique TOME 1,"Mutafian, Claude",512 MUT/3,,LE DEFI ALGEBRIQUE TOME 1,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
77700089,Topologie algébrique,ARTIN EMIL,514.2 ART/1,,TOPOLOGIE ALGEBRIQUE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711721442,Exercices d'algèbre. 2,"Rivaud, Jacques",512.RIV/1,,EXERCICES D ALGEBRE 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,??????? ?? ????? ?????,"???????, ??????",512 .???,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,????? ? ???????,?????? ??????,512.????,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,????? ?????,?????? ????,512 ???,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,????????? : ???? ? ?????,????? ????,512 ????,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,???? ??? ??????? ???????,????? ????,512.???,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,?????? ??? ????? ?????? : ?????1,??????? ????,512 ????,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,???? ??? ?????????? ??????,????? ????,510 ???,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,?????? ???????? ??? ???????? ????????,?????? ????,512 ???,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,????? ????????? ???1 : ????? ?????,????????? ????,512 ???,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100050354,Algorithmique et programmation en Java : cours et exercices,"Granet, Vincent",005.133 GRA/1,,ALGORITHMIQUE ET PROGRAMMATION EN JAVA COURS ET EXERCICES,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2100065319,Algorithmique parallèle : cours et exercices corrigés,"Legrand, Arnaud",005.275 LEG/1,,ALGORITHMIQUE PARALLELE COURS ET EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212113854,ALGORITHMES DE GRAPHES,LACOMME; PHILIPPE,004 LAC/1,1.0,ALGORITHMES DE GRAPHES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100048937,"Architectures logicielles et matérielles : cours, études de cas et exercices corrigés",Amblard Paul,005.3 AMB,2.0,ARCHITECTURES LOGICIELLES ET MATERIELLES COURS ETUDES DE CAS ET EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100056263,Optimisation et contrôle des systèmes linéaires : cours et exercices avec solutions,"Bergounioux, Maïtine",519.6 BER/2,7.0,OPTIMISATION ET CONTROLE DES SYSTEMES LINEAIRES COURS ET EXERCICES AVEC SOLUTIONS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2804112470,Mathématique discrète : outil pour l'informaticien,"Marchand, Michel",510 MAR/1,1.0,MATHEMATIQUE DISCRETE OUTIL POUR L INFORMATICIEN,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2212091222,Modélisation objet avec UML,"Muller, Pierre-Alain",005 ALA/2,2.0,MODELISATION OBJET AVEC UML,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3540673873,Seize problémes d'informatique : avec corrigés détaillés et programmes en caml et avec 18 figures,Petazzoni; Bruno,004.PET/1,2.0,SEIZE PROBLEMES D INFORMATIQUE AVEC CORRIGES DETAILLES ET PROGRAMMES EN CAML ET AVEC 18 FIGURES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100045865,transmissions et réseaux,Présen ; Dominique,004.LOH/1,2.0,TRANSMISSIONS ET RESEAUX,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100069756,Simulation numérique en C++ : cours et exercices corrigés,"Danaila, Ionut",005.133 DAN/1,5.0,SIMULATION NUMERIQUE EN C COURS ET EXERCICES CORRIGES,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2212091559,Initiation aux réseaux : cours et exercices,"Pujolle, Guy",004.6 PUJ,,INITIATION AUX RESEAUX COURS ET EXERCICES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210003801X,Architecture et technologie des ordinateurs,"Zanella, Paolo",004.2 ZAN/1,3.0,ARCHITECTURE ET TECHNOLOGIE DES ORDINATEURS,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2840825465,Internet au quotidien,"Crouzet, Thierry",004.678. CRO/2,2.0,INTERNET AU QUOTIDIEN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893771556,C-C++ la bible du programmeur : 1500 astuces pour toutes les situations,"Jamsa, Kris",005.133 JAM/2,4.0,C C LA BIBLE DU PROGRAMMEUR 1500 ASTUCES POUR TOUTES LES SITUATIONS,,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0
9782743015787,"Physique, 2e année MP MP","Augier, David",530.076 AUG,,PHYSIQUE 2E ANNEE MP MP,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,géométrie dif férentielle et mécanique analytique,Godbillon; Claude,510.GOD,1.0,GEOMETRIE DIF FERENTIELLE ET MECANIQUE ANALYTIQUE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212112815,Bases de données,"Gardarin, Georges",005.74 GAR/1,1.0,BASES DE DONNEES,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2100052373,Swing : la synthèse : développement des interfaces graphiques en Java,"Berthié, Valérie",005.36.BER/1,2.0,SWING LA SYNTHESE DEVELOPPEMENT DES INTERFACES GRAPHIQUES EN JAVA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710807890,"MATLAB, Simulink, Stateflow : avec des exercices d'automatique résolus","Ferrier, Jean-Louis",004.RIV/1,4.0,MATLAB SIMULINK STATEFLOW AVEC DES EXERCICES D AUTOMATIQUE RESOLUS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212092660,Exercices en Java,"Delannoy, Claude",005.133 DEL/1,,EXERCICES EN JAVA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21000065122,Programmer en JAVA,J.R .HUBBARD,005.133 HUB/1,2.0,PROGRAMMER EN JAVA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100041061,ntroduction à la programmation objet en Java : cours et exercices,"Brondeau, Jean",005.133.BRO/1,2.0,NTRODUCTION A LA PROGRAMMATION OBJET EN JAVA COURS ET EXERCICES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100050311,Exercices corrigés sur le langage C : solutions des exercices du Kernighan et Ritchie,"Tondo, Clovis L.",005.133.TON/1,2.0,EXERCICES CORRIGES SUR LE LANGAGE C SOLUTIONS DES EXERCICES DU KERNIGHAN ET RITCHIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212113161,Java-XML,"Fleury, Renaud",005.133.FLE,1.0,JAVA XML,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2287597018,Méthodes numériques pour le calcul scientifique : programmes en MATLAB,"Quarteroni, Alfio",518 QUA/1,,METHODES NUMERIQUES POUR LE CALCUL SCIENTIFIQUE PROGRAMMES EN MATLAB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340645881,Pascal For Student : Including turbo Pascal,D.HAhn;Brian,004.HAH/1,3.0,PASCAL FOR STUDENT INCLUDING TURBO PASCAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9782212138542,Le livre de Java : premier langage : avec 99 exercices corrigés,"Tasso, Anne",005.133 TAS,1.0,LE LIVRE DE JAVA PREMIER LANGAGE AVEC 99 EXERCICES CORRIGES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2840011395,"Analyse II pour économistes : manuel d'exercices corrigés avec rappels de cours : intégrales doubles, équations différentielles...","Piller, Alain",515.15 PIL,1.0,ANALYSE II POUR ECONOMISTES MANUEL D EXERCICES CORRIGES AVEC RAPPELS DE COURS INTEGRALES DOUBLES EQUATIONS DIFFERENTIELLES,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
274401303x,"Le PC : architecture, maintenance et mise à niveau","Mueller, Scott",004.22 MUE/1,2.0,LE PC ARCHITECTURE MAINTENANCE ET MISE A NIVEAU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100049208,"Algèbre et géométrie : 90 exercices développés, 300 exercices d'entraonement, rappels de cours","Marie Monier, Jean",512.1 JEN/1,,ALGEBRE ET GEOMETRIE 90 EXERCICES DEVELOPPES 300 EXERCICES D ENTRAONEMENT RAPPELS DE COURS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210004994,"Algèbre et géométrie : 200 exercices développés, 980exercices d'entraonement, rappels de cours",,512 JEN,,ALGEBRE ET GEOMETRIE 200 EXERCICES DEVELOPPES 980EXERCICES D ENTRAONEMENT RAPPELS DE COURS,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2711788849,Algèbre : 240 exercices corrigés avec résumés de cours : premiers cycles de l'enseignement supérieur...,"Gaultier, Maurice",512 MAU,,ALGEBRE 240 EXERCICES CORRIGES AVEC RESUMES DE COURS PREMIERS CYCLES DE L ENSEIGNEMENT SUPERIEUR,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
